,Time_index,Frequency,Bandwidth,Amplitude
1248,"[1248, 1248, 1248, 1248, 1248, 1248, 1248]","[17, 96, 228, 420, 521, 658, 1040]","[13.682438485841052, 32.369452861365474, 68.95505704877402, 47.797076643356434, 22.699483068916493, 40.45281473025693, 52.20014422408053]","[55.40769312993302, 3.505588623910346, 8.63550332028555, 3.7216503994255263, 3.472995943804168, 9.042616745836021, 17.756847996995592]"
1249,"[1249, 1249, 1249, 1249, 1249]","[17, 229, 421, 658, 1041]","[15.390556870864833, 67.94718135668953, 46.190384089373424, 42.02155431658355, 50.902130908816275]","[71.18788943749934, 12.936155745992155, 4.978946333237387, 9.53952684101828, 20.37683266533721]"
1250,"[1250, 1250, 1250, 1250, 1250, 1250, 1250, 1250]","[19, 229, 305, 422, 657, 852, 1042, 1236]","[19.71490445783079, 56.779006825063675, 46.1840769368892, 43.13261254205105, 90.66032772064489, 32.4745176843752, 51.13284410283427, 51.275715837924054]","[113.23803131787407, 27.780607896081083, 22.217758525427822, 10.748614798985232, 11.131935184127181, 4.491959394692894, 23.82460190664523, 3.9503926194642127]"
1251,"[1251, 1251, 1251, 1251, 1251, 1251, 1251, 1251]","[19, 229, 304, 422, 657, 852, 1042, 1228]","[19.366950407473418, 54.96953424055769, 47.535892313605245, 41.69922345940387, 93.76639449588879, 31.95624521098034, 51.275456589830014, 50.92338536559237]","[123.5009573135356, 29.453393441823877, 23.7219722481954, 11.659084385632264, 11.232446379349645, 4.882951263916806, 24.339868897548847, 4.323179955839696]"
1252,"[1252, 1252, 1252, 1252, 1252, 1252, 1252]","[19, 230, 422, 657, 852, 1043, 1227]","[19.109252049767754, 56.073983605667166, 42.17237077223558, 92.03626374341968, 32.137882453180396, 51.25618029625241, 51.22867324495178]","[124.30027963850716, 29.46900170160764, 11.665338485684073, 11.218111299875527, 4.850696114898383, 25.745328528433383, 4.363412571891892]"
1253,"[1253, 1253, 1253, 1253, 1253, 1253, 1253]","[19, 231, 422, 656, 852, 1043, 1226]","[19.304394128592193, 56.15134100272283, 43.01973351135996, 91.22578456586223, 32.23844848568456, 53.17286805253309, 51.22738788023298]","[122.76038777626383, 29.275217685651768, 11.551046390877051, 11.02174147477752, 4.839923533966423, 26.505667803055758, 4.405408472798906]"
1254,"[1254, 1254, 1254, 1254, 1254, 1254, 1254]","[19, 232, 422, 621, 853, 1044, 1227]","[19.884828872278103, 56.15935297284571, 45.12040754853268, 90.17284229695031, 32.20975857237352, 53.98652045175231, 50.11566312438413]","[119.06066893161103, 29.09990468320104, 10.990879988894944, 10.607026095510546, 4.749620490587971, 27.29349129012461, 4.428011723211399]"
1255,"[1255, 1255, 1255, 1255, 1255, 1255]","[19, 232, 422, 622, 1044, 1227]","[19.799025816780365, 60.22584677749967, 45.48547902323895, 84.20747077407555, 56.15776639503781, 49.682595468634645]","[117.60889123069111, 28.688562166452826, 10.615767197763805, 10.428528438286069, 29.143988071660015, 4.482978705641198]"
1256,"[1256, 1256, 1256, 1256, 1256, 1256]","[19, 236, 421, 623, 1044, 1226]","[19.354712184556718, 63.92376719225612, 45.1300054724839, 71.30770401989935, 55.471404480359865, 50.44880415575699]","[116.7972604054961, 27.515150007946296, 10.301435072537947, 10.636560700661319, 32.378481963248774, 4.48910188808018]"
1257,"[1257, 1257, 1257, 1257, 1257, 1257]","[18, 239, 421, 622, 1044, 1226]","[19.070264591312878, 67.39994815958786, 45.88280818514005, 66.60327438334275, 53.176959861730666, 50.077960794870705]","[113.52808727945654, 26.722109087477797, 10.171147220837973, 10.758052514765774, 37.27884200090554, 4.513896747480402]"
1258,"[1258, 1258, 1258, 1258, 1258, 1258]","[18, 242, 421, 622, 1044, 1226]","[19.219791489169623, 70.07377690688702, 47.1642799560268, 63.36596298238783, 51.29257297499953, 49.66059947011513]","[111.29984029855997, 26.823032409167745, 10.076901765678599, 10.98214668437667, 42.62880070797791, 4.533407367823273]"
1259,"[1259, 1259, 1259, 1259, 1259, 1259]","[18, 252, 421, 621, 1044, 1226]","[19.4363412661705, 72.2789390929864, 46.942540451366995, 64.46348484772136, 52.64027704433943, 48.422311260897686]","[107.20858842049921, 27.033688558823027, 9.937863960601597, 10.59008764405252, 42.73912410196767, 4.508371449313952]"
1260,"[1260, 1260, 1260, 1260, 1260]","[18, 256, 421, 621, 1043]","[19.431826097480272, 70.94958051048764, 46.709338851601615, 67.28826036575083, 54.787131546767114]","[104.85320195121346, 27.795662843959477, 10.008266937691241, 10.53879898031116, 42.44577135874509]"
1261,"[1261, 1261, 1261, 1261, 1261, 1261]","[18, 258, 421, 518, 623, 1043]","[19.477290107831394, 72.47355575177417, 46.401514915212545, 31.075849528260164, 72.64738893621757, 55.60909869114994]","[99.86119988235333, 27.67404109620226, 10.047183740469585, 5.787933621949193, 10.515309332732249, 41.956962010733314]"
1262,"[1262, 1262, 1262, 1262, 1262, 1262]","[19, 257, 421, 623, 1044, 1226]","[19.83815040811391, 73.74102097204417, 46.555845813894166, 75.23039554663035, 57.493804194689915, 50.980505312161995]","[98.26052360710389, 27.04024667458473, 9.97335972294956, 10.307024509579334, 38.987628744468346, 4.568767626154868]"
1263,"[1263, 1263, 1263, 1263, 1263, 1263]","[19, 257, 422, 623, 1045, 1226]","[20.148471630016758, 132.55627687979526, 45.50669596844409, 77.04828571431256, 61.111702381592636, 51.00934864245255]","[98.45570928207312, 26.602260358098533, 9.90649697765404, 10.255328893194772, 34.824547708479315, 4.60907697517259]"
1264,"[1264, 1264, 1264, 1264, 1264, 1264]","[17, 187, 302, 621, 1047, 1232]","[15.517301268274919, 67.4950638165976, 44.85038063358974, 66.26624821409382, 61.55081050971762, 54.52474213211417]","[117.80291793562581, 45.60629592682476, 25.000970343723804, 10.641549444973416, 33.394997681478756, 6.3631575323136635]"
1265,"[1265, 1265, 1265, 1265, 1265, 1265, 1265]","[77, 171, 347, 491, 907, 1048, 1242]","[28.566301676592154, 73.6520801859408, 38.86190456425885, 60.872962785167545, 207.13798607658623, 51.10027425242765, 61.77652288215222]","[213.87034702702888, 309.0186124606168, 59.80048613492671, 62.12062395955027, 38.84875395432294, 37.79767194497215, 21.808856603058196]"
1266,"[1266, 1266, 1266, 1266, 1266, 1266, 1266]","[76, 170, 349, 490, 909, 1051, 1243]","[30.900888740595853, 75.5660006658859, 38.87165925833807, 66.75980352435113, 203.39076077726816, 50.573353848257284, 62.36594074349]","[247.39188964829356, 412.59683633663315, 73.28533669416343, 82.09408591156323, 49.89040488809758, 36.13409335990427, 26.411363285382556]"
1267,"[1267, 1267, 1267, 1267, 1267, 1267, 1267]","[73, 170, 351, 490, 909, 1053, 1244]","[29.945670489631027, 77.15504752110567, 51.14029064411733, 76.19406362498046, 204.4236225036782, 50.107347251504734, 63.81800058884551]","[206.40052947538354, 406.4104760780784, 66.880794186187, 81.33057800907223, 49.3590928921964, 33.27400604774455, 24.369906067698878]"
1268,"[1268, 1268, 1268, 1268, 1268, 1268, 1268]","[73, 170, 352, 490, 909, 1054, 1245]","[29.76732538126636, 77.28336200291935, 51.95760467540896, 77.11147863611785, 204.51426515402204, 50.27549139288112, 63.9061649900832]","[203.07386903973673, 406.0273986210219, 66.38927364809238, 81.17184496391295, 49.232074311163785, 32.637981978200365, 24.182561054844395]"
1269,"[1269, 1269, 1269, 1269, 1269, 1269, 1269, 1269]","[73, 170, 352, 490, 909, 1055, 1130, 1245]","[29.762337031140788, 77.28701310020699, 52.00985658252483, 77.04901553650905, 203.87732315223434, 50.690315903982764, 37.00389499198741, 63.743734817397126]","[203.0677452110375, 406.01125359333474, 66.38506093068753, 81.1279541721364, 49.209483342025386, 31.170451494190722, 30.4424559400137, 24.172694701179797]"
1270,"[1270, 1270, 1270, 1270, 1270, 1270, 1270, 1270]","[73, 170, 352, 490, 909, 1054, 1130, 1245]","[29.751763406265496, 77.29995397154468, 52.04282500778896, 77.19878367621533, 202.98306860377488, 44.87931407515043, 44.59157566082695, 63.66692806201536]","[203.03730527669958, 406.0193840962706, 66.39170246034676, 81.15610713805292, 49.15166471725813, 30.21279548819325, 30.301858162453076, 24.13375249229153]"
1271,"[1271, 1271, 1271, 1271, 1271, 1271, 1271, 1271]","[73, 170, 352, 490, 910, 1043, 1130, 1245]","[29.80570794252609, 77.28002094591466, 51.55073983103199, 77.38796049344586, 201.9405282475509, 44.734644961146614, 44.99253177596029, 63.67923608837941]","[203.30153311805765, 406.01256285166266, 66.56979351181556, 81.16872235447475, 48.87297416801104, 29.30511230294529, 30.127750287859758, 24.071022703663793]"
1272,"[1272, 1272, 1272, 1272, 1272, 1272, 1272, 1272]","[73, 170, 352, 490, 910, 1042, 1130, 1245]","[29.831284440131867, 77.26888940956314, 50.71294953982442, 77.90054336945997, 200.0643911799417, 41.056392882785985, 45.357596956760744, 63.48423540425347]","[203.28216384052328, 406.0991279250086, 67.06273021887246, 81.15224061052604, 48.76610235740656, 27.251549871024892, 30.022652406375233, 24.03821757787895]"
1273,"[1273, 1273, 1273, 1273, 1273, 1273, 1273]","[73, 170, 352, 490, 910, 1130, 1245]","[29.862768129200596, 77.25537578933958, 50.31783418619335, 78.94105726190804, 186.08622600861975, 46.250468051637654, 63.53953018279526]","[203.2980404282972, 406.3270776346369, 67.17857337887314, 81.06169480806616, 48.70002192762068, 29.896696602001562, 24.0023719571714]"
1274,"[1274, 1274, 1274, 1274, 1274, 1274, 1274]","[73, 170, 352, 490, 910, 1130, 1245]","[29.862131346475294, 77.23590695191012, 51.11217184476067, 79.03410241178346, 185.60919540606574, 46.6071523303051, 63.44624071652811]","[203.43188550221888, 406.53018837574217, 67.21290042256419, 81.03471244618476, 48.634212121941594, 29.74682946053362, 23.98415810412949]"
1275,"[1275, 1275, 1275, 1275, 1275, 1275, 1275]","[73, 170, 352, 490, 910, 1130, 1245]","[29.85227524145609, 77.18893286571219, 52.397870739000155, 79.14705202361046, 185.66230704674604, 47.05817567891927, 63.38245779547833]","[203.6985304469385, 406.920107836873, 67.2111651279399, 81.12125498436693, 48.59382531601404, 29.626991606414855, 23.963716402811524]"
1276,"[1276, 1276, 1276, 1276, 1276, 1276, 1276]","[73, 170, 352, 490, 910, 1130, 1245]","[29.83139723407905, 77.18065154031049, 53.14385985547392, 79.05993578708058, 185.10444880295188, 47.36538056063182, 63.55542965348832]","[203.95038162399328, 407.0861234390952, 67.27180005014942, 81.17710075403997, 48.53777487670528, 29.377038814513316, 23.94148487569571]"
1277,"[1277, 1277, 1277, 1277, 1277, 1277, 1277]","[73, 170, 352, 490, 910, 1131, 1245]","[29.787805624520225, 77.22181729478808, 54.452409220538925, 79.16873901394223, 184.0523397832343, 47.41519199623053, 63.6702676588277]","[203.6960213209523, 407.1514147220279, 67.37785016961975, 81.01376136424743, 48.40094310774103, 29.066289679896233, 23.903131483848078]"
1278,"[1278, 1278, 1278, 1278, 1278, 1278, 1278]","[73, 170, 352, 489, 909, 1131, 1245]","[29.701656883570244, 77.23791784987665, 55.471539838541844, 79.46743687358992, 182.0408463841137, 47.90487548979195, 63.71441420862857]","[203.64380877696124, 407.3380704855859, 67.48407460292044, 80.93776468933748, 48.12214120804997, 28.880000314265388, 23.841189875407323]"
1279,"[1279, 1279, 1279, 1279, 1279, 1279, 1279]","[73, 170, 352, 490, 909, 1131, 1245]","[29.690414120106638, 77.23635528250324, 56.079160197621434, 79.90786890588663, 181.64139584265308, 47.75483778648504, 63.60672448270884]","[203.6202174558795, 407.50280213649336, 67.51428847933418, 80.92518099108418, 48.00283552000469, 28.758357777132375, 23.820886025823327]"
1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]","[73, 170, 352, 490, 909, 1131, 1245]","[29.683094512730165, 77.24812787853728, 56.73161937186342, 80.0231988302404, 181.73321119020352, 48.444427625649496, 63.56327763265972]","[203.41679361115854, 407.63961015372985, 67.54063777647782, 80.92238979113574, 47.95170814967084, 28.70796173060717, 23.81282792480014]"
1281,"[1281, 1281, 1281, 1281, 1281, 1281, 1281]","[73, 170, 351, 490, 910, 1131, 1245]","[30.8935716492689, 77.0919638047992, 57.732912259959505, 77.55552438830188, 181.0128448276605, 50.68861186117692, 63.422372790771306]","[178.59786724669192, 353.82979561172664, 58.664462692924175, 69.28151692075426, 40.72022690851998, 25.13486825980597, 20.315800925989073]"
1282,"[1282, 1282, 1282, 1282, 1282, 1282, 1282]","[77, 171, 381, 487, 913, 1134, 1243]","[36.04965144071748, 76.8480039978491, 69.39636805491364, 51.52949870461123, 176.5835428025207, 53.47474924438643, 62.12978610917526]","[37.57982008355123, 66.8369773751731, 14.181367331450012, 13.426657343822471, 7.182373403334003, 5.078019635664839, 3.658717357525492]"
1283,"[1283, 1283, 1283, 1283, 1283]","[194, 302, 380, 551, 680]","[35.867889771726084, 39.249829139240035, 33.829013891591615, 45.96073633301626, 40.37477509114319]","[12.180097490286697, 4.4719095909734685, 7.918909123853253, 1.9891150549596035, 3.602219784356348]"
1284,"[1284, 1284, 1284, 1284, 1284]","[195, 304, 380, 551, 676]","[36.863233175170876, 34.96540527729479, 34.16103056201109, 46.14828000733871, 45.71851814658146]","[12.814619339733483, 5.550256713843194, 7.970261594751172, 2.003516582631958, 5.363192314517672]"
1285,"[1285, 1285, 1285, 1285, 1285, 1285]","[195, 304, 380, 551, 677, 994]","[37.19784788811896, 34.48201235443253, 34.27893431148971, 45.91275687021289, 63.95553702817631, 35.470347479637326]","[12.824788406377065, 5.770775038195163, 7.925591803130656, 2.0512536700682817, 5.905451617621142, 1.349129453724849]"
1286,"[1286, 1286, 1286, 1286, 1286, 1286]","[196, 304, 381, 551, 680, 996]","[37.593947339528825, 34.372807976072295, 34.11344505504678, 44.62569077389924, 63.706507626931966, 37.713232291661484]","[12.586018381300745, 5.993313761060691, 7.8533425574137, 2.081158244605212, 7.002979611144848, 2.9369565830611766]"
1287,"[1287, 1287, 1287, 1287, 1287, 1287]","[196, 303, 381, 551, 685, 1000]","[37.999531729260724, 33.175821749701356, 33.58001713738304, 40.52259865161204, 65.1041932831198, 40.57091233354197]","[12.342463131815244, 6.149861622980674, 7.796618934129464, 2.1395211156950347, 8.511849907527258, 3.819942190634598]"
1288,"[1288, 1288, 1288, 1288, 1288, 1288, 1288]","[92, 196, 303, 381, 550, 708, 1003]","[17.31000853275293, 38.02617407563582, 32.366759509371036, 32.15316735404724, 38.50614906637793, 68.96870761110847, 41.55443259907554]","[3.607704170876015, 12.379277330983486, 6.1009388514046465, 7.780619055833151, 2.200269472689164, 10.023692353701229, 5.376494343447024]"
1289,"[1289, 1289, 1289, 1289, 1289, 1289, 1289]","[93, 196, 301, 381, 550, 710, 1008]","[18.384367649232388, 37.62743566013938, 36.17075852290242, 28.349409961620893, 37.560740812086465, 63.93028635508256, 47.61468483405031]","[3.525736756466964, 12.390130657251527, 6.06334003728104, 7.668921745901946, 2.234029243578662, 11.768706609071417, 6.478258404077348]"
1290,"[1290, 1290, 1290, 1290, 1290, 1290, 1290, 1290]","[16, 94, 197, 299, 381, 550, 708, 1008]","[9.701459773495666, 18.683774413123814, 36.90445316084936, 39.693752137200136, 27.241226199825633, 36.659223200850874, 62.757541814304545, 48.21254640709151]","[30.544308751442962, 3.519209991161478, 12.313126740517625, 6.225737533996207, 7.577411750078939, 2.2460724299539327, 12.390782300548782, 6.80164387289793]"
1291,"[1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291]","[17, 94, 197, 286, 381, 549, 705, 1006]","[11.976848858012078, 19.18166503336184, 36.82826325455176, 44.32980809177775, 26.852979618245854, 38.031280050160376, 60.398467217170264, 46.39818743174749]","[34.35088215020459, 3.6904926880050923, 12.135587861596079, 6.788405377455328, 7.362192963131603, 2.364415025662615, 13.96941612957873, 7.492225436392475]"
1292,"[1292, 1292, 1292, 1292, 1292, 1292, 1292, 1292]","[16, 96, 199, 283, 382, 548, 704, 1005]","[11.75056557221841, 19.229140432504636, 36.61186795117689, 45.66384388666535, 28.479109013113884, 40.137593174611425, 59.39806407825563, 46.879920968414694]","[35.631244647685676, 3.435279058687237, 11.70579702463729, 7.024858041938555, 6.765435200944875, 2.472419805015437, 14.742996206999216, 7.791623504325788]"
1293,"[1293, 1293, 1293, 1293, 1293, 1293, 1293]","[98, 199, 282, 383, 545, 704, 1005]","[20.038142191979887, 36.7382965008801, 38.540780717245525, 30.51032029499987, 41.04111233390893, 60.428949903897205, 97.83986815210119]","[3.29801911554625, 11.466064044285718, 7.621589896220803, 6.185360121877737, 2.4456734292957627, 15.020999596132377, 8.01655565984865]"
1294,"[1294, 1294, 1294, 1294, 1294]","[199, 282, 438, 704, 1005]","[38.74335532505705, 36.80459286614126, 81.93780510590324, 61.250259929619915, 108.04617978349359]","[11.92607805519806, 7.897110573168698, 6.822307901258116, 15.2162725085937, 8.501414597388338]"
1295,"[1295, 1295, 1295, 1295, 1295]","[26, 190, 434, 706, 1006]","[22.008685304418297, 80.92672130133985, 97.68092958485062, 66.04113013383198, 103.72533833259934]","[66.20395761477283, 31.390693471703514, 21.373529485850483, 18.10774265329928, 11.106829456602844]"
1296,"[1296, 1296, 1296, 1296, 1296]","[28, 177, 426, 707, 1007]","[27.768965576417465, 83.5083448921599, 106.89730148793933, 70.50835780222246, 50.311168394252036]","[104.48143082222737, 47.990161122043155, 32.72832770216019, 19.981552340772197, 12.762052176355335]"
1297,"[1297, 1297, 1297, 1297, 1297]","[25, 176, 425, 707, 1007]","[26.195548039372152, 84.71890043689419, 106.03345410317263, 68.91928256416747, 51.62593910981923]","[105.38149513051395, 47.74495319509481, 33.07271490600375, 20.47089723706361, 12.820785207353637]"
1298,"[1298, 1298, 1298, 1298, 1298]","[23, 175, 426, 708, 1007]","[24.920455022280226, 88.6067218979124, 107.50876682874218, 67.14949613002227, 51.766343338589536]","[107.29176792554259, 47.38285542822876, 32.679900910378166, 21.403682186208325, 12.833689722244216]"
1299,"[1299, 1299, 1299, 1299, 1299]","[21, 174, 427, 710, 1007]","[22.983885659006333, 90.993446767725, 108.53610385964544, 61.78607522250354, 51.10137944989276]","[108.03237749227267, 46.989521713914684, 32.50350804451292, 23.458174272459484, 12.7471865406075]"
